head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,espanol_apreciacion,espanol_comentario
32,衆,Legión,6,次六,大兵雷霆震其耳維用詘腹,大兵雷霆威震無疆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Gran tropa como el trueno, sacude el oído; sólo sirve para doblar el vientre.",Gran tropa como el trueno: su poder sacude sin confín.
32,衆,Legión,7,次七,旌旗絓羅干戈蛾蛾師孕唁之哭且䁲,旌旗絓羅大恨民也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Estandartes prendidos en redes, escudos y lanzas finos; la hueste preñada, el llanto del duelo y la mirada fija. [verso oscuro]",Estandartes prendidos en redes: agravia mucho al pueblo.
32,衆,Legión,8,次八,兵衰衰見其病不見輿尸,兵衰衰不血刃也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Tropa que se apaga, se apaga; se ve su mal, no se ve el carro de cadáveres.",Tropa que se apaga: no ensangrienta el filo.
32,衆,Legión,9,上九,斧刃缺其柯折可以止不可以伐往血,刃缺柯折將不足往也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El filo del hacha mellado, su mango roto; puede detener, no puede talar; ir es sangre.",Filo mellado y mango roto: al general le falta con qué avanzar.
33,密,Cercanía,0,首辭,陽氣親天萬物丸蘭咸密無間,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang se allega al Cielo; los diez mil seres se aovillan apretados, todos densos, sin resquicio.",
33,密,Cercanía,1,初一,窺之無間大幽之門,窺之無間密無方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Escrútalo sin resquicio: la puerta de la Gran Tiniebla.,Escrutar sin resquicio: cercanía sin confín.
33,密,Cercanía,2,次二,不密不比我心即次,不密不比違厥鄉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ni cerca ni aliado; mi corazón queda en segundo lugar. [verso oscuro],Ni cerca ni aliado: da la espalda a su tierra.
33,密,Cercanía,3,次三,密于親利以作人,密于親為利臧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Cerca de los suyos; propicio para hacer hombres.,Cerca de los suyos: obra para bien.
33,密,Cercanía,4,次四,密于腥臊三日不覺殽,密于腥臊小惡通也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Cerca de lo rancio y fétido; tres días sin advertir el hedor del manjar.,Cerca de lo fétido: el mal pequeño pasa inadvertido.
33,密,Cercanía,5,次五,密密不嬪于天,密密不並天功也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Cerca, cerca, mas no consorte del Cielo. [verso oscuro]","Cerca, cerca: no iguala la obra del Cielo."
33,密,Cercanía,6,次六,大惡之比或益之恤,大惡之比匹異同也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Aliado del gran mal; alguno le suma su desvelo. [verso oscuro],Aliado del gran mal: aparea lo distinto y lo igual.
33,密,Cercanía,7,次七,密有口小鰓大君在無後,密口小鰓賴君達也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La cercanía tiene su boca; agallas pequeñas, el gran señor; presente, sin sucesor. [verso oscuro]","Boca cercana, agallas pequeñas: se fía del señor para pasar."
33,密,Cercanía,8,次八,琢齒依齦三歲無君,琢齒依齦君自拔也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Talla los dientes, se aferra a las encías; tres años sin señor.",Tallar los dientes: el señor se arranca a sí mismo.
33,密,Cercanía,9,上九,密禍之比先下後得其死,密禍之比終不可奪也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aliado de una desgracia cercana; baja primero, y luego encuentra su muerte.",Aliado de la desgracia cercana: al fin no se le puede arrebatar.
34,親,Parentesco,0,首辭,陽方仁愛全真敦篤物咸親睦,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang, benévolo y amante, íntegro y sincero, generoso; los seres todos se hermanan en concordia.",
34,親,Parentesco,1,初一,親非其膚其志齟齬,親非其膚中心閑也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Emparentado, mas no hasta la piel; sus voluntades rechinan.","Emparentado, no hasta la piel: el corazón íntimo está atrancado."
34,親,Parentesco,2,次二,孚其肉其志資戚,孚其肉人莫間也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Confía en la carne; sus voluntades se estrechan en parentesco.,Confiar en la carne: nadie se interpone.
34,親,Parentesco,3,次三,螟蛉不屬蜾臝取之不迓侮,螟蛉不屬失其體也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La oruga no es de su casta; la avispa la toma, y ella no resiste el agravio.",La oruga que no es de su casta: pierde su propia sustancia.
34,親,Parentesco,4,次四,賓親于禮飲食几几,賓親于禮賓主偕也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Los huéspedes se acercan por el rito; comen y beben, a sus anchas.","Huéspedes por el rito: huésped y anfitrión, juntos."
34,親,Parentesco,5,次五,厚不厚比人將走,厚不厚失類無方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Generoso y no generoso; los que se alían huirán.,Generoso y no generoso: pierde a los suyos sin medida.
34,親,Parentesco,6,次六,厚厚君子秉斗,厚厚君子得人無疆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Generoso, generoso; el noble empuña el Cazo.","Generoso, generoso: el noble gana a los hombres sin confín."
34,親,Parentesco,7,次七,高亢其位庳於從事,位高事卑德不能也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Alta y encumbrada su posición, mas bajo en llevar los asuntos.","Posición alta, obra baja: la virtud no basta."
34,親,Parentesco,8,次八,肺附乾餱其幹已良君子攸行,肺附之行不我材也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Entrañas allegadas con vianda seca; su tronco ya bueno: es el andar del noble. [verso oscuro],El andar de lo allegado: no es de lo que yo me valgo.
34,親,Parentesco,9,上九,童親不貞,童親不貞還自荄也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Cariño pueril, no recto.","Cariño pueril, no recto: vuelve por sí a su raíz."
35,斂,Congregación,0,首辭,陽氣大滿於外微陰小斂於內,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang, plenísimo por fuera; el yin tenue recoge un poco por dentro.",
35,斂,Congregación,1,初一,小斂不貣利用安人正國,小斂不貣其道當也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Pequeña recogida sin yerro; propicio para asentar a los hombres y ordenar el reino.,Pequeña recogida sin yerro: su vía es la justa.
35,斂,Congregación,2,次二,墨斂韱韱𥧲我匪貞,墨斂韱韱非所以光也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Recogida entintada, fina y sutil; hurgando en mí: no recto.",Recogida entintada y sutil: no es modo de brillar.
35,斂,Congregación,3,次三,見小勿用以我扶䟽,見小勿用俟我大也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ves lo pequeño: no lo uses; usa a mí para apuntalar lo ralo. [verso oscuro],Ves lo pequeño: aguarda mi grandeza.
35,斂,Congregación,4,次四,斂利小刑小進大退,斂利小刑其正退也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Recoge ganancia, castigo pequeño; poco avanza, mucho se retira.",Recoger ganancia con castigo pequeño: su rumbo recto es retirarse.
35,斂,Congregación,5,次五,畜槃而衍繭純于田,畜槃繭純不奪時也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Colma la bandeja y desborda; los capullos, puros en el campo.","Bandeja colmada, capullos puros: no roba la estación."
35,斂,Congregación,6,次六,閔而緜而作大元而小人不戒,閔緜之戒不識微也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Compasivo y prolongado; lo hace grande desde el principio; mas el hombre pequeño no escarmienta.,El aviso de lo prolongado: no reconoce lo sutil.
35,斂,Congregación,7,次七,夫牽于車妻為剝荼利于王姑不利公家病,牽車剝荼斂之資也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El marido tira del carro, la esposa arranca la hierba amarga; propicio para la tía del rey, no para la casa ducal: dolencia. [verso oscuro]",Tirar del carro y arrancar la hierba: la materia de la recogida.
35,斂,Congregación,8,次八,大斂大巔,大斂之巔所斂非也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Gran recogida, gran desplome.",Gran desplome: lo que recogió estaba mal.
35,斂,Congregación,9,上九,斂于時利圉極菑,斂于時奚可幾也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Recoge a su tiempo; propicio guardarse del colmo de la calamidad.,Recoger a tiempo: ¿cómo va a peligrar?
36,彊,Fuerza,0,首辭,陽氣純剛乾乾萬物莫不彊梁,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang, puramente duro, incesante; no hay de los diez mil seres que no sea recio.",
36,彊,Fuerza,1,初一,彊中否貞無攸用,彊中否貞不可與謀也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Fuerte en el centro: no; recto, mas sin dónde emplearlo.",Fuerte en el centro que no: no se puede tramar con él.
36,彊,Fuerza,2,次二,鳳鳥于飛脩其羽君子于辰終莫之圉,鳳鳥于飛君子得時也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El fénix en vuelo, alisando sus plumas; el noble en su hora: nadie al fin lo ataja.",El fénix en vuelo: el noble alcanza su hora.
36,彊,Fuerza,3,次三,柱不中梁不隆大廈微,柱不中不能正基也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El pilar descentrado, la viga sin alzar; la gran mansión flaquea.",El pilar descentrado: no puede enderezar el cimiento.
36,彊,Fuerza,4,次四,爰聰爰明左右橿橿,爰聰爰明庶士方來也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Así de fino el oído, así de claro el ojo; a diestra y siniestra, firmes.","Fino el oído, claro el ojo: la hueste de hombres acude."
36,彊,Fuerza,5,次五,君子彊梁以德小人彊梁以力,小人彊梁得位益尤也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El noble es fuerte por la virtud, el hombre pequeño es fuerte por la fuerza.","El pequeño fuerte por la fuerza: gana puesto, y suma faltas."
36,彊,Fuerza,6,次六,克我彊梁于天無疆,克我彊梁大美無基也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Me vence por la fuerza; hasta el Cielo, sin confín.",Vencerme por la fuerza: gran hermosura sin cimiento.
36,彊,Fuerza,7,次七,金剛肉柔血流于田,金剛肉柔法太傷也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Metal duro, carne blanda; la sangre corre por el campo.","Metal duro, carne blanda: la ley hiere en demasía."
36,彊,Fuerza,8,次八,彊其衰勉其弱,彊其衰勉自彊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Refuerza su declive, espolea su flaqueza.",Refuerza su declive: se espolea a sí mismo a la fuerza.
36,彊,Fuerza,9,上九,太山拔梁柱折其人顛且蹶,山拔梁折終以猛也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El monte Tài se arranca, viga y pilar se quiebran; el hombre cae y tropieza.","Monte arrancado, viga rota: al fin, por la fiereza."
37,睟,Pureza,0,首辭,陽氣𥘩睟清明物咸重光保厥昭陽,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang, límpido y claro; los seres doblan su luz, guardando su yang resplandeciente.",
37,睟,Pureza,1,初一,睟于內清無穢,睟于內清無穢也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Radiante por dentro, límpido, sin mancha.","Radiante por dentro: límpido, sin mancha."
37,睟,Pureza,2,次二,冥駮冒睟𥅡于中,冥駮冒睟中自瘱也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Oscuro y moteado, velando la radiancia; nublado por dentro. [verso oscuro]",Velar la radiancia: por dentro se recoge en silencio.
37,睟,Pureza,3,次三,目上于天耳下于淵恭,目上耳下聰察極也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Los ojos arriba, al Cielo; los oídos abajo, al abismo: reverente.","Ojos arriba, oídos abajo: agudeza en su colmo."
37,睟,Pureza,4,次四,小人慕睟失祿貞,小人慕睟道不得也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El hombre pequeño ansía la radiancia; pierde su paga: recto.,El pequeño que ansía la radiancia: no alcanza la Vía.
37,睟,Pureza,5,次五,睟于幽黃元貞無方,睟于幽黃正地則也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Radiante en el amarillo oculto; rectitud primordial sin confín.,Radiante en el amarillo oculto: la ley verdadera de la Tierra.
37,睟,Pureza,6,次六,大睟承愆易,大睟承愆小人不克也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Gran radiancia que hereda una falta, con soltura.",Gran radiancia con falta: el pequeño no puede con ella.
37,睟,Pureza,7,次七,睟辰愆君子補愆,睟辰愆善補過也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Hora radiante con tacha; el noble repara la tacha.,Hora radiante con tacha: diestro en enmendar el yerro.
37,睟,Pureza,8,次八,睟惡無善,睟惡無善終不可佐也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Radiancia vuelta mal, sin bien.",Radiancia sin bien: al fin no se le puede asistir.
37,睟,Pureza,9,上九,睟終永初貞,睟終之貞誠可嘉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Radiante hasta el fin, por siempre como al comienzo: recto.",Radiante hasta el fin: de veras es de alabar.
38,盛,Plenitud,0,首辭,陽氣隆盛充塞物窴然盡滿厥意,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang, exuberante y colmado, lo llena todo; los seres, henchidos, sacian por entero su intención.",
38,盛,Plenitud,1,初一,盛不墨失冥德,盛不墨中不自克也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Pleno, mas sin freno; pierde la virtud oscura.",Pleno sin freno: el centro no se domina.
38,盛,Plenitud,2,次二,作不恃克大有,作不恃稱玄德也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Obra sin fiarse de ello; domina la Gran Posesión.,Obrar sin fiarse: iguala la virtud oscura.
38,盛,Plenitud,3,次三,懷利滿匈不利于公,懷利滿匈營私門也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Alberga la ganancia colmándole el pecho; no aprovecha a lo público.,Ganancia que colma el pecho: intriga por su puerta privada.
38,盛,Plenitud,4,次四,小盛臣臣大人之門,小盛臣臣事仁賢也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Pequeña plenitud, servicial, servicial: la puerta del gran hombre.",Pequeña plenitud servicial: sirve al benévolo y digno.
38,盛,Plenitud,5,次五,何福滿肩提禍撣撣,何福提禍小人之道也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"¿Qué dicha le colma el hombro? Carga la desgracia, colgando, colgando.",¿Qué dicha? Carga la desgracia: la vía del hombre pequeño.
38,盛,Plenitud,6,次六,天錫之光大開之疆于謙有慶,天錫之光謙大有也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El Cielo le concede la luz, le abre ancha su linde; en la humildad hay dicha.",La luz que el Cielo concede: la humildad es la Gran Posesión.
38,盛,Plenitud,7,次七,乘火寒泉至,乘火泉至禍不遠也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Cabalga el fuego; llega la fuente helada.,"Cabalgar el fuego, llegar la fuente: la desgracia no está lejos."
38,盛,Plenitud,8,次八,挹于滿熒幾後之傾,挹于滿幾危也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Achica de lo lleno, reluciente; al borde, y luego se vuelca.",Achicar de lo lleno: al borde del peligro.
38,盛,Plenitud,9,上九,極盛不救禍降自天,極盛不救天道反也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Plenitud en su colmo, sin remedio; la desgracia baja del Cielo.",Plenitud sin remedio: la Vía del Cielo se invierte.
39,居,Residencia,0,首辭,陽方躆膚赫赫為物城郭物咸得度,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang, agazapado, la piel encendida, hace de muralla a los seres; todos alcanzan su medida.",
39,居,Residencia,1,初一,匪譽匪咎克守厥家,匪譽匪咎其道常也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ni elogio ni reproche; sabe guardar su casa.,Ni elogio ni reproche: su vía es constante.
39,居,Residencia,2,次二,家無壺婦承之姑或洗之塗,家無壺無以相承也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La casa sin cántaro; la esposa lo hereda de la suegra; alguno le lava el barro. [verso oscuro],La casa sin cántaro: nada que transmitirse.
39,居,Residencia,3,次三,長幼序序子克父,子克父乃能有興也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Mayores y menores en orden, en orden; el hijo supera al padre.",El hijo que supera al padre: entonces puede haber auge.
39,居,Residencia,4,次四,見豕在堂狗繫之迒,見豕在堂其體不慶也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ve un cerdo en el salón; el perro atado a su rastro. [verso oscuro],Un cerdo en el salón: su estado no da alegría.
39,居,Residencia,5,次五,舳艫調安利富貞,舳艫安和順其疆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Proa y popa acompasadas y firmes; propicio, próspero: recto.",Proa y popa serenas: suave dentro de sus lindes.
39,居,Residencia,6,次六,外其井竈三歲見背,外其井竈三歲不享也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Deja fuera su pozo y su fogón; en tres años lo abandonan.,Fuera pozo y fogón: tres años sin ofrenda.
39,居,Residencia,7,次七,老夫擐車少女提壺利考家,老父擐車其體乃莊也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El viejo unce el carro, la muchacha carga el jarro; propicio para la casa del anciano.",El viejo que unce el carro: su porte es digno.
39,居,Residencia,8,次八,反其几雙其朼其家不旨,反几雙朼家用不臧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Vuelca su mesa, dobla sus cucharas; su casa sin sabor. [verso oscuro]","Mesa volcada, cucharas dobladas: el uso de la casa no es bueno."
39,居,Residencia,9,上九,株生蘖其種不絕,株生蘖其類乃長也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El tocón echa retoños; su simiente no se extingue.,El tocón que retoña: su casta entonces perdura.
40,法,Ley / Modelo,0,首辭,陽高縣厥法物仰其墨莫不被則,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El yang cuelga en alto su ley; los seres alzan la mirada a su plomada; ninguno queda sin norma.,
40,法,Ley / Modelo,1,初一,造法不法,造法不法不足用也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Hace una ley que no es ley.,Ley que no es ley: no sirve para usarse.
40,法,Ley / Modelo,2,次二,摹法以中克,摹法以中眾之所共也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Calca la ley por el centro, y prevalece.",Calcar la ley por el centro: lo que la multitud comparte.
